,총점,커리어 향상,업무와 삶의 균형,급여 및 복지,사내 문화,경영진,제목,직원유형,장점,단점
712,1,1,1,1,1,1,“직원을 개돼지로 보는 회사”,현직원 · i******** · 연구개발(R&D) - 2020.11.01,상대적 워라벨 장점 있었는데 주 52시간 도입으로 상향평준화에 따라 없어졌다 내부 사정 모르는 외부인들에게는 그럴싸해보이는 회사,자동차 관련해서는 직원개돼지포함 비용절감에 목숨 걸었으며 앞으로 차 팔 생각 없어보인다 자동차도 잘 못하면서 다른것에 미쳐있다
713,1,1,1,1,1,1,“열심히할 이유가 사라진 회사”,현직원 · y***** · 생산엔지니어·생산관리 - 2020.10.31,"열심히 안해도 돈을 준다
 워라밸
 워라밸2
 워라밸3","열심히 해도 돈을 안준다
동기부여와 노동의 가치 사라짐"
714,1,1,1,1,1,1,“돈 안주려고 기를쓰는 회사”,현직원 · l******* · 생산엔지니어·생산관리 - 2020.10.28,"워라벨은 좋은편
성과압박이 다른회사대비 적음
개선하면서 보람도 있음","회사 어려워보이려고 마음대로 실적비교 내는 만행
흑자나도 적자라 속이고 성과급 안주려고 기를씀
성과급 있어야 대기업연봉 나오는데"
715,1,1,1,1,1,1,“비젼이 없는 회사”,현직원 · i********* · IT 엔지니어 - 2020.10.20,"전자레인지 있음
화장실 청소 업체가 해줌
탕비실 커피 카누 맥심 있음","백두혈통같은 파워있는 기술직들 논리란 없다
삼전이 넘사벽이 되어버림
돈을 안줌
출퇴근 4시간"
716,1,1,1,1,1,1,“입사 후 1년안에 자괴감 옵니다”,현직원 · i********* · 연구개발(R&D) - 2020.10.19,다 열심히 안하니까 나도 안해도 된다는 안일함 덕분에 워라밸은 좋습니다,더 좋은 곳 갈걸 후회만 밀려옵니다 업군이 특성화되서 다른 곳 이직도 힘드니 애초에 삼성이나 더 연봉 많이 주고 직원 대우 잘해주는 곳으로 가세요
717,1,1,3,1,1,1,“수년째 연봉 삭감되고있는 회사”,현직원 · n******** · 연구개발(R&D) - 2020.10.15,요즘들어 자율출퇴근제 하면서 집에는 빨리 갈수 있어졌음,경영진들이 디자인에 입을 많이 댐 디자인 좀 아는 사람들만 입 대면 좋겠음 수년째 연봉삭감 쓸데없는 품질회의 엄청 많음
718,1,1,2,1,1,1,“성과를 제대로 보상 안하는 회사”,현직원 · v***** · 해외영업·사업개발·마케팅 - 2020.10.14,직원 복지를 향상하기 위해 노력을 하고 있습니다 유연근무 재택 근무를 실천하고 휴가 사용을 권장합니다,매년 임협 결과에 따라 기준도 없이 성과금을 책정하고 개인의 성과와는 상관없이 일괄로 적용하는 구시대적인 시스템을 유지하고 있습니다 회사에 와서 대충 놀면서 일하는 사람과 코피 쏟으며 늦은 시간까지 일하는 사람들이 동일한 성과금을 받는다는 겁니다
719,1,1,2,1,1,1,“보수적이고 성과에 따른 보상이 없는 회사”,현직원 · j**** · IT 기획·매니지먼트 전문가 - 2020.10.13,워라밸은 좋습니다 주 40시간 근무만 하면 칼퇴 가능,꼰대 문화 보수적인 문화 성과에 따른 보상이 없음
720,1,1,1,1,1,1,“직원은 소모품이다.”,현직원 · 수**** · 품질관리·보증 전문가 - 2020.10.09,"워라밸이 보장되기는 함 워라밸이 보장되고 또 워라밸은 보장되고 아 워라밸이 보장된다
아 돈받으며 이직준비 할 수 있다 장학금 타며 여유롭게 공부 할 수 있다","밥 맛 없음본사제외
출퇴근 지옥임연구소 기준
공장은 그냥 지옥임각공장 기준

실적과 관계없이 매년 상승하는 경영진 연봉 대비
실적이 상승해도 매년 줄어드는 나의 연봉

허탈과 현타를 느낄 틈도 없이 공격해 들어오는
안티현대 여론비협조적인 부서부서원들

몰려오는 자괴감 패배감 허탈감 우울비아냥 바가지
그외 모든것들

이 회사 직원이 되는 순간 감내해야 할 것들이 너무 많아진다

간디가 히틀러가 될 수 있다

여긴 지옥이다"
721,1,1,1,1,1,1,“희생만 강요하는 곳”,현직원 · s********** · 생산엔지니어·생산관리 - 2020.10.07,"쉬는 날이 많음
자동차 할인 가능물론 현대차만
노는 부서가면 한없이 편함 공무원보다도","짠 급여
업무 불평등으로 인한 과중한 업무
공산주의가 왜 망하는지 단적으로 보여주는 곳
임원들은 본인 자리유지만 급급
실무자는 희생만 하다 팽
현장 기술직이 가장 상위 집권"
722,1,1,1,1,1,1,“8년째 연봉 삭감 중인 회사”,현직원 · K***** · 연구개발(R&D) - 2020.10.07,지금와서 보면 잘 모르겠다 놀려고 맘 먹으면 한없이 놀 수 있는 회사다,워라밸 좋은척 하지만 회사가 시골 골짜기에 있어서 5시 퇴근해도 집 들어가면 7시반 연봉은 매년 삭감중 꼰대 한가득 엔지니어랍시고 하는 일은 피피티
723,1,1,3,1,1,1,“과거의 영광이여”,현직원 · i********* · 경영전략·사업기획·분석전문가 - 2020.10.04,"자부심이 있었음
급여가 많았음
으쌰으쌰 했었음
차 할인","일을 안해도됨
불공정한 인사평가
무능한 임원진
줄어드는 급여"
724,1,1,1,1,1,1,“연봉이 5년 연속 줄어드는 회사”,현직원 · u********* · 연구개발(R&D) - 2020.10.01,아침마다 건강에 좋지는 않지만 맛있는 라면 제공으로 해장가능하나 순식간에 체중 증가 및 성인병 3종 세트 획득 가능함,"5년 연속 성과와 무관하게 연봉이 줄어듬 평균고과 A이상

직원은 단순히 소모품일 뿐이며 열정 페이를 강요함

평일 통근버스 탑승시간 34시간 정도로 허리디스크 및 목 디스크 얻을 수 있고 방광염 걸리기 쉬움

광팔이 및 아부 잘 하는 사람과 학벌 라인 정치질이 심해서 핵심라인 쪽 아니면 평사원으로 다니는게 마음이 편함"
725,1,1,1,1,1,1,“아무리 기업의 목적은 이윤이라지만”,현직원 · l********* · IT 기획·매니지먼트 전문가 - 2020.10.01,"차가 잘팔리고 모두가 인정하는 글로벌 현대차
전세계에서 좋은 자동차를 만들고 이윤을 남기는게 목적이지만","직원과 함께하지 못하는 성과가 얼마나 지속될지
그 이윤이 얼마나 영원한건지
직원을 사람이 아니라 인재가 아니라
자동차 부품중에 하나로 보는 인식
그게 아니라도 우리는 그렇게 느껴지는 회사"
726,1,1,1,1,1,1,“직원들의노고를인정하지않는회사”,현직원 · Y***** · 생산엔지니어·생산관리 - 2020.10.01,외부에서 어르신들이 바라볼땐 대기업의 이미지가 아직있습니다만,"1 회사 이미지가 너무안좋다
2 근무지가 너무 오지고 출퇴근이 힘들다
3 지속적인 임금 동결 및 삭감
4 단점이 너무많아서 쓸게많지만 그만 쓰럽니다"
727,1,1,1,1,1,1,“난파선”,현직원 · l********* · 연구개발(R&D) - 2020.10.01,임금삭감 임금삭감 임금삭감 임금삭감 임금삭감 임금삭감,인재천시 악습만연 연봉삭감 귀족노조 여론최악 직원천시
728,1,1,1,2,1,1,“다니면 다닐수록 연봉이 줄어드는 마법같은회사”,현직원 · 아******** · 생산엔지니어·생산관리 - 2020.10.01,"장점이라 차량할인
연차 매년 한개씩
노조가 있어 그나마 다행","매년 줄어드는 성과급
임금동결
대외적인 시선
타대기업 대비 복지"
729,1,1,1,1,1,1,“양심없는 회사”,현직원 · ㅇ** · 생산엔지니어·생산관리 - 2020.10.01,언론이랑 사측 언플 덕분에 해주는 욕덕분에 장수할것같음,들어와서 느껴보시길  인재존중  글로벌 지향  고객 최우선  도전적 실행 
730,1,1,1,1,1,1,“아직은 괜찮아의 결과”,현직원 · j******* · IT 엔지니어 - 2020.10.01,"외부의 시선 대기업 다니네
그정도면 괜찮아 부모님도 좋아하시고","이해할수없는 성과금 산정
실적대비 00 정하면될걸
왜 매년 어떻게던 안주려고
공장 기술직만을 위한 노조
대졸인원에겐 힘든회사
이젠 괜찮지 않다"
731,1,1,1,1,1,1,“성과있어도 돈 안주는 회사”,현직원 · 토****** · 연구개발(R&D) - 2020.10.01,"그나마 일은 좀 편함
진급거부시 정년보장은 아직까진 가능","성과가 있어도 성과금을 주지 않음
꼰대문화 및 상명하복 문화"
732,1,1,3,1,2,1,“직원들에게 미래를 안보여주는 회사”,현직원 · 날****** · 연구개발(R&D) - 2020.10.01,그나마 사원대리 노조때는 쉬는날은 좀 있는편입니다,"열심히 일해도 그에따른 합당한 보상을 기대할수 없습니다
경영진들은 미래를 제시하기보단 자기자리보전이 바쁩니다"
733,1,1,1,1,1,1,“에효..”,현직원 · h***** · 품질관리·보증 전문가 - 2020.10.01,이전에는 여름휴가 다 같은날 5일 쉬었는데 이것도 이제 공장이랑 타부분 차별화시켜서 누구는 좋고 누구는 나쁨,문제 터지면 해결하려고 모이는게 아니라 자기문제 아닌걸 증명하려고 모이며 증명 못한 곳이 독박씀
734,1,1,1,1,1,1,“직원”,현직원 · 두**** · 경영지원·관리 전문가 - 2020.09.29,그냥 사람들이 다 아니까 설명 안해도 되는 정도,복지가 없음 메리트 없음 보상 안해줌 연공서열 심함 광팔이 조직 등등
735,1,1,1,1,1,1,“총체적 난국”,현직원 · t******** · 생산엔지니어·생산관리 - 2020.09.29,"첫 직장
이런 세상도 있다 느낄 수 있는 곳
급여가 밀린적은 없다","아직까지 회사가 돌아가는게 신기하다
직원을 자기 주머니로 들어갈 돈 가져가는 존재로 생각하는듯"
736,1,1,1,1,1,1,“인재존중? 시대의 헛소리”,현직원 · 투*** · 연구개발(R&D) - 2020.09.28,"노조가 있어서
대리급까지는 출퇴근 연월차 사용이 자유롭네요","장점을 제외한 모든것이 단점이며
연구소는 출퇴근 소요시간이 과다 오지에 위치
식사의 질은 매년 최악을 갱신하고
연봉은 영업이익과 별개로 매년 삭감
그나마 노조도 생산직군을 위한 노조활동만 함

능동적이고 창의적인 업무보다는 경영층을 위한 보고 업무가 중요한 회사임"
737,1,1,1,1,1,1,“회사의 성장과 나의 성장은 별개인 회사”,현직원 · z******** · 연구개발(R&D) - 2020.09.27,입사때 거품이 제일 좋았음 그게 끝임 장점은,직원을 노예 부품처럼 취급함 회사와 성과와 내 성과는 다르고 커리어 쌓기 안좋고 연봉은 매년 떨어지고 밥도 교통도 문화도 최악
738,1,1,1,1,1,1,“힘들다”,현직원 · ~** · 연구개발(R&D) - 2020.09.27,차에 관심있으면 그나마아주 조금 처음에는 재미있음,워라밸x 연봉x 커리어향상x 모든게 힘들고 힘든 회사 모든게 직원탓
739,1,1,1,1,1,1,“오너만 배불려주는 회사구조”,현직원 · g********* · 연구개발(R&D) - 2020.09.27,많은 휴일 근속년수가 어느정도 보장됌 신입사원이갈수록 줄어들어서 20년후에는 노조문제 개선될 가능성이 있음,"직원을 일개 부품으로 취급함
공정하지 못함
실적보다 근속년수가 중요한 90년대 문화
꼰대문화의 끝판왕
화성 시골에서 살아야 함
출퇴근 불편함하루평균3시간"
740,1,1,2,1,2,1,“미래가 없는 회사”,현직원 · l********* · 연구개발(R&D) - 2020.09.20,그나마 같이 일하는 사람들은 착함 그러나 이것도 부서바이부서니까 모든곳이 그런건 아님,"직원을 소모품보다 못한 개돼지 취급하는 경영진과 오너
단돈 100원 아끼기위해서 직원들의 사기와 자존감을 바닥까지 깎는다"
741,1,1,4,1,2,1,"“(남양)좋은 워라밸을, 근무지와 업무환경으로 갉아먹음”",현직원 · i********* · 연구개발(R&D) - 2020.08.28,근무시간은 남양근무팀 중에 약 30퍼정도를 제외하고는 주 45시간 내외로 나쁘지 않은편,"낮은 연봉 신입사원 성과급 포함 정말낮음lg보다 살짝 높은
낮은 연봉 인상률  고과제가 아님
오지 근무  남양이라 거리도 먼데 길도 막힘 퇴근시 사당까지 1시간 10분걸림
꼰대 문화  군대 다음 현대
낮은 교육기회  직원을 차 만드는 기계로 생각하며 그 차 만드는 업무 조차 교육을 제대로 안 시켜줌 모르면 혼남
등등"
742,1,1,4,1,1,1,“워라밸빼면 뭐 없는 회사”,현직원 · i******** · 연구개발(R&D) - 2020.08.20,"회사 그냥 적당히 다니실분한텐 근데 추천합니다
성취감을 장려하진 않음","근무지도 최악이고 버스 100대 출발하는데 연구소 앞 5km정도가 편도 1차선
꼰대들 많고 경영진은 결정은 안해주고 책임만 피함"
743,5,5,5,5,5,5,“킹차”,현직원 · m***** · 하드웨어 엔지니어 - 2024.04.05,극강 워라밸 주변의 부러운 시선 어디서나 당당해질수 있음,자만심이 넘치게됨 항상 우쭐대는 모습을 감춰야하는게 힘들다
744,5,5,5,5,5,5,“2024년2월 현시점 대한민국 No.1 기업”,현직원 · 삼********* · 연구개발(R&D) - 2024.02.14,"워라벨 최상
네임벨류 최상
급여 최상
킹차갓무직 타이틀",현대자동차 다닌다고하면 다들 동경의 눈으로 바라봐서 힘듬
745,5,5,5,4,5,4,“네임밸류 및 글로벌 커리어를 쌓을 수 있음”,현직원 · n******* · IT 기획·매니지먼트 전문가 - 2024.01.19,"네임밸류로는 아쉽지 않은 회사 레벨
잦은 휴가 식목일에도 쉬도 설 추석에도 하루 더 쉼
글로벌 커리어를 쌓을 수 있음
IT한정 수직적인 분위기도 아님님 문화","결혼 및 육아에 편중된 복지 제도
많은 인구를 수용하지 못하는 양재 본사"
746,5,5,5,5,5,5,“워라벨이 보장되는 회사”,현직원 · 터***** · IT 엔지니어 - 2023.10.15,"야근 잔업 특근 없이 다른 대기업 회사들보다
더 많이 받거나 비슷하게받음
연월차 많고 개인사생활보장
워리벨 최고","사측이 직원을 무시하는 경향이 조금은 있음
조직문화가 약간은 수직"
